record_id,date,time,menu_item,category,quantity,price_per_item,revenue,payment_method,order_type,server_id,server_name,hour,weekday,month_number,month_name,day_of_week,is_weekend,high_revenue,date_hour,service_period,weekend_label,high_revenue_label
2991,2024-05-05,16:30:00,Truffle Fries,Side,2.0,8,16.0,Credit Card,Dine-In,101,Sarah,16,Sunday,5,May,6,True,False,2024-05-05 16:00:00,Lunch,Weekend,Other record
2992,2024-10-28,22:45:00,Shrimp Cocktail,Appetizer,10.0,14,140.0,Credit Card,Delivery,102,Jake,22,Monday,10,October,0,False,True,2024-10-28 22:00:00,Dinner,Weekday,High-value record
2993,2024-08-25,18:00:00,Filet Mignon,Entree,11.0,42,462.0,Mobile Payment,Takeaway,102,Jake,18,Sunday,8,August,6,True,True,2024-08-25 18:00:00,Dinner,Weekend,High-value record
2994,2024-10-18,22:45:00,Caesar Salad,Appetizer,6.0,10,60.0,Cash,Dine-In,103,Emily,22,Friday,10,October,4,False,False,2024-10-18 22:00:00,Dinner,Weekday,Other record
2995,2024-10-30,18:00:00,New York Strip,Entree,6.0,38,228.0,Credit Card,Dine-In,102,Jake,18,Wednesday,10,October,2,False,True,2024-10-30 18:00:00,Dinner,Weekday,High-value record
2996,2024-09-27,13:45:00,Grilled Asparagus,Side,3.0,8,24.0,Credit Card,Takeaway,102,Jake,13,Friday,9,September,4,False,False,2024-09-27 13:00:00,Lunch,Weekday,Other record
2997,2024-02-10,16:30:00,Cabernet Sauvignon,Beverage,9.0,16,144.0,Mobile Payment,Delivery,103,Emily,16,Saturday,2,February,5,True,True,2024-02-10 16:00:00,Lunch,Weekend,High-value record
2998,2024-11-09,17:30:00,Shrimp Cocktail,Appetizer,9.0,14,126.0,Mobile Payment,Takeaway,102,Jake,17,Saturday,11,November,5,True,True,2024-11-09 17:00:00,Dinner,Weekend,High-value record
2999,2024-06-01,16:30:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Credit Card,Delivery,103,Emily,16,Saturday,6,June,5,True,False,2024-06-01 16:00:00,Lunch,Weekend,Other record
3000,2024-02-07,15:00:00,Grilled Asparagus,Side,5.0,8,40.0,Mobile Payment,Delivery,102,Jake,15,Wednesday,2,February,2,False,False,2024-02-07 15:00:00,Lunch,Weekday,Other record
3001,2024-11-07,14:30:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Credit Card,Takeaway,102,Jake,14,Thursday,11,November,3,False,True,2024-11-07 14:00:00,Lunch,Weekday,High-value record
3002,2024-10-21,15:45:00,Shrimp Cocktail,Appetizer,1.0,14,14.0,Mobile Payment,Delivery,105,Nina,15,Monday,10,October,0,False,False,2024-10-21 15:00:00,Lunch,Weekday,Other record
3003,2024-03-28,13:15:00,Ribeye Steak,Entree,4.0,35,140.0,Credit Card,Delivery,104,Carlos,13,Thursday,3,March,3,False,True,2024-03-28 13:00:00,Lunch,Weekday,High-value record
3004,2024-03-06,20:45:00,Truffle Fries,Side,5.0,8,40.0,Mobile Payment,Delivery,105,Nina,20,Wednesday,3,March,2,False,False,2024-03-06 20:00:00,Dinner,Weekday,Other record
3005,2024-11-24,19:30:00,Filet Mignon,Entree,3.0,42,126.0,Cash,Dine-In,101,Sarah,19,Sunday,11,November,6,True,True,2024-11-24 19:00:00,Dinner,Weekend,High-value record
3006,2024-10-19,18:15:00,Ribeye Steak,Entree,5.0,35,175.0,Cash,Takeaway,101,Sarah,18,Saturday,10,October,5,True,True,2024-10-19 18:00:00,Dinner,Weekend,High-value record
3007,2024-09-02,16:30:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Cash,Takeaway,104,Carlos,16,Monday,9,September,0,False,False,2024-09-02 16:00:00,Lunch,Weekday,Other record
3008,2024-07-08,16:45:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Cash,Dine-In,102,Jake,16,Monday,7,July,0,False,False,2024-07-08 16:00:00,Lunch,Weekday,Other record
3009,2024-01-06,11:30:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Credit Card,Takeaway,104,Carlos,11,Saturday,1,January,5,True,True,2024-01-06 11:00:00,Lunch,Weekend,High-value record
3010,2024-02-02,13:15:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Cash,Dine-In,103,Emily,13,Friday,2,February,4,False,False,2024-02-02 13:00:00,Lunch,Weekday,Other record
3011,2024-02-24,13:00:00,Caesar Salad,Appetizer,7.0,10,70.0,Credit Card,Takeaway,103,Emily,13,Saturday,2,February,5,True,True,2024-02-24 13:00:00,Lunch,Weekend,High-value record
3012,2024-09-27,22:45:00,Caesar Salad,Appetizer,6.0,10,60.0,Mobile Payment,Takeaway,104,Carlos,22,Friday,9,September,4,False,False,2024-09-27 22:00:00,Dinner,Weekday,Other record
3013,2024-01-02,19:45:00,Filet Mignon,Entree,10.0,42,420.0,Mobile Payment,Dine-In,101,Sarah,19,Tuesday,1,January,1,False,True,2024-01-02 19:00:00,Dinner,Weekday,High-value record
3014,2024-05-13,22:30:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Cash,Takeaway,103,Emily,22,Monday,5,May,0,False,True,2024-05-13 22:00:00,Dinner,Weekday,High-value record
3015,2024-07-22,17:15:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Delivery,105,Nina,17,Monday,7,July,0,False,True,2024-07-22 17:00:00,Dinner,Weekday,High-value record
3016,2024-07-08,11:15:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Cash,Takeaway,102,Jake,11,Monday,7,July,0,False,False,2024-07-08 11:00:00,Lunch,Weekday,Other record
3017,2024-12-09,22:15:00,Ribeye Steak,Entree,4.0,35,140.0,Cash,Takeaway,104,Carlos,22,Monday,12,December,0,False,True,2024-12-09 22:00:00,Dinner,Weekday,High-value record
3018,2024-05-29,13:30:00,Grilled Asparagus,Side,2.0,8,16.0,Mobile Payment,Dine-In,101,Sarah,13,Wednesday,5,May,2,False,False,2024-05-29 13:00:00,Lunch,Weekday,Other record
3019,2024-06-03,14:45:00,Truffle Fries,Side,5.0,8,40.0,Credit Card,Delivery,104,Carlos,14,Monday,6,June,0,False,False,2024-06-03 14:00:00,Lunch,Weekday,Other record
3020,2024-10-03,11:00:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Mobile Payment,Delivery,102,Jake,11,Thursday,10,October,3,False,False,2024-10-03 11:00:00,Lunch,Weekday,Other record
3021,2024-10-18,15:45:00,Chocolate Lava Cake,Dessert,1.0,9,9.0,Cash,Delivery,101,Sarah,15,Friday,10,October,4,False,False,2024-10-18 15:00:00,Lunch,Weekday,Other record
3022,2024-11-27,21:45:00,Old Fashioned,Beverage,5.0,12,60.0,Cash,Takeaway,103,Emily,21,Wednesday,11,November,2,False,False,2024-11-27 21:00:00,Dinner,Weekday,Other record
3023,2024-04-06,11:30:00,Caesar Salad,Appetizer,6.0,10,60.0,Cash,Dine-In,102,Jake,11,Saturday,4,April,5,True,False,2024-04-06 11:00:00,Lunch,Weekend,Other record
3024,2024-10-01,16:00:00,New York Strip,Entree,2.0,38,76.0,Mobile Payment,Delivery,103,Emily,16,Tuesday,10,October,1,False,True,2024-10-01 16:00:00,Lunch,Weekday,High-value record
3025,2024-08-04,17:30:00,New York Strip,Entree,10.0,38,380.0,Credit Card,Delivery,102,Jake,17,Sunday,8,August,6,True,True,2024-08-04 17:00:00,Dinner,Weekend,High-value record
3026,2024-04-11,14:15:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Dine-In,101,Sarah,14,Thursday,4,April,3,False,False,2024-04-11 14:00:00,Lunch,Weekday,Other record
3027,2024-03-10,11:15:00,Mashed Potatoes,Side,4.0,7,28.0,Mobile Payment,Dine-In,102,Jake,11,Sunday,3,March,6,True,False,2024-03-10 11:00:00,Lunch,Weekend,Other record
3028,2024-04-14,11:15:00,Ribeye Steak,Entree,2.0,35,70.0,Cash,Takeaway,104,Carlos,11,Sunday,4,April,6,True,True,2024-04-14 11:00:00,Lunch,Weekend,High-value record
3029,2024-08-27,18:00:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Takeaway,104,Carlos,18,Tuesday,8,August,1,False,False,2024-08-27 18:00:00,Dinner,Weekday,Other record
3030,2024-07-05,11:45:00,Grilled Asparagus,Side,3.0,8,24.0,Credit Card,Delivery,105,Nina,11,Friday,7,July,4,False,False,2024-07-05 11:00:00,Lunch,Weekday,Other record
3031,2024-06-26,16:15:00,Truffle Fries,Side,1.0,8,8.0,Cash,Takeaway,103,Emily,16,Wednesday,6,June,2,False,False,2024-06-26 16:00:00,Lunch,Weekday,Other record
3032,2024-04-17,11:00:00,New York Strip,Entree,2.0,38,76.0,Mobile Payment,Delivery,105,Nina,11,Wednesday,4,April,2,False,True,2024-04-17 11:00:00,Lunch,Weekday,High-value record
3033,2024-05-12,18:15:00,Caesar Salad,Appetizer,3.0,10,30.0,Cash,Takeaway,102,Jake,18,Sunday,5,May,6,True,False,2024-05-12 18:00:00,Dinner,Weekend,Other record
3034,2024-01-24,13:30:00,Old Fashioned,Beverage,1.0,12,12.0,Mobile Payment,Delivery,101,Sarah,13,Wednesday,1,January,2,False,False,2024-01-24 13:00:00,Lunch,Weekday,Other record
3035,2024-02-16,18:15:00,New York Strip,Entree,4.0,38,152.0,Credit Card,Dine-In,103,Emily,18,Friday,2,February,4,False,True,2024-02-16 18:00:00,Dinner,Weekday,High-value record
3036,2024-01-30,18:45:00,Shrimp Cocktail,Appetizer,10.0,14,140.0,Credit Card,Delivery,101,Sarah,18,Tuesday,1,January,1,False,True,2024-01-30 18:00:00,Dinner,Weekday,High-value record
3037,2024-08-31,21:45:00,Mashed Potatoes,Side,7.0,7,49.0,Credit Card,Dine-In,105,Nina,21,Saturday,8,August,5,True,False,2024-08-31 21:00:00,Dinner,Weekend,Other record
3038,2024-11-03,13:30:00,Ribeye Steak,Entree,4.0,35,140.0,Credit Card,Delivery,105,Nina,13,Sunday,11,November,6,True,True,2024-11-03 13:00:00,Lunch,Weekend,High-value record
3039,2024-04-26,19:45:00,New York Strip,Entree,9.0,38,342.0,Mobile Payment,Dine-In,103,Emily,19,Friday,4,April,4,False,True,2024-04-26 19:00:00,Dinner,Weekday,High-value record
3040,2024-09-15,12:15:00,New York Strip,Entree,3.0,38,114.0,Mobile Payment,Dine-In,105,Nina,12,Sunday,9,September,6,True,True,2024-09-15 12:00:00,Lunch,Weekend,High-value record
3041,2024-12-18,16:45:00,Grilled Asparagus,Side,6.0,8,48.0,Credit Card,Delivery,103,Emily,16,Wednesday,12,December,2,False,False,2024-12-18 16:00:00,Lunch,Weekday,Other record
3042,2024-09-16,22:15:00,Caesar Salad,Appetizer,7.0,10,70.0,Cash,Delivery,102,Jake,22,Monday,9,September,0,False,True,2024-09-16 22:00:00,Dinner,Weekday,High-value record
3043,2024-08-19,20:00:00,New York Strip,Entree,2.0,38,76.0,Cash,Dine-In,101,Sarah,20,Monday,8,August,0,False,True,2024-08-19 20:00:00,Dinner,Weekday,High-value record
3044,2024-01-25,12:45:00,Cabernet Sauvignon,Beverage,1.0,16,16.0,Cash,Delivery,103,Emily,12,Thursday,1,January,3,False,False,2024-01-25 12:00:00,Lunch,Weekday,Other record
3045,2024-12-18,19:45:00,Truffle Fries,Side,12.0,8,96.0,Cash,Delivery,101,Sarah,19,Wednesday,12,December,2,False,True,2024-12-18 19:00:00,Dinner,Weekday,High-value record
3046,2024-08-20,11:45:00,Shrimp Cocktail,Appetizer,1.0,14,14.0,Mobile Payment,Dine-In,105,Nina,11,Tuesday,8,August,1,False,False,2024-08-20 11:00:00,Lunch,Weekday,Other record
3047,2024-03-18,16:00:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Mobile Payment,Takeaway,103,Emily,16,Monday,3,March,0,False,False,2024-03-18 16:00:00,Lunch,Weekday,Other record
3048,2024-04-01,20:30:00,Truffle Fries,Side,2.0,8,16.0,Credit Card,Dine-In,102,Jake,20,Monday,4,April,0,False,False,2024-04-01 20:00:00,Dinner,Weekday,Other record
3049,2024-03-30,13:45:00,Grilled Asparagus,Side,5.0,8,40.0,Cash,Dine-In,105,Nina,13,Saturday,3,March,5,True,False,2024-03-30 13:00:00,Lunch,Weekend,Other record
3050,2024-08-20,13:15:00,Ribeye Steak,Entree,3.0,35,105.0,Credit Card,Dine-In,102,Jake,13,Tuesday,8,August,1,False,True,2024-08-20 13:00:00,Lunch,Weekday,High-value record
3051,2024-02-27,17:15:00,Grilled Asparagus,Side,6.0,8,48.0,Mobile Payment,Takeaway,105,Nina,17,Tuesday,2,February,1,False,False,2024-02-27 17:00:00,Dinner,Weekday,Other record
3052,2024-11-26,17:15:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Delivery,102,Jake,17,Tuesday,11,November,1,False,False,2024-11-26 17:00:00,Dinner,Weekday,Other record
3053,2024-04-13,15:30:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Cash,Takeaway,105,Nina,15,Saturday,4,April,5,True,True,2024-04-13 15:00:00,Lunch,Weekend,High-value record
3054,2024-09-22,18:30:00,Ribeye Steak,Entree,6.0,35,210.0,Credit Card,Dine-In,102,Jake,18,Sunday,9,September,6,True,True,2024-09-22 18:00:00,Dinner,Weekend,High-value record
3055,2024-01-06,16:45:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Cash,Delivery,103,Emily,16,Saturday,1,January,5,True,True,2024-01-06 16:00:00,Lunch,Weekend,High-value record
3056,2024-04-07,21:45:00,Old Fashioned,Beverage,6.0,12,72.0,Mobile Payment,Delivery,102,Jake,21,Sunday,4,April,6,True,True,2024-04-07 21:00:00,Dinner,Weekend,High-value record
3057,2024-07-22,17:15:00,New York Strip,Entree,11.0,38,418.0,Mobile Payment,Takeaway,104,Carlos,17,Monday,7,July,0,False,True,2024-07-22 17:00:00,Dinner,Weekday,High-value record
3058,2024-04-29,15:15:00,Old Fashioned,Beverage,4.0,12,48.0,Credit Card,Takeaway,102,Jake,15,Monday,4,April,0,False,False,2024-04-29 15:00:00,Lunch,Weekday,Other record
3059,2024-03-22,16:15:00,Ribeye Steak,Entree,7.0,35,245.0,Cash,Takeaway,103,Emily,16,Friday,3,March,4,False,True,2024-03-22 16:00:00,Lunch,Weekday,High-value record
3060,2024-10-04,12:15:00,Chocolate Lava Cake,Dessert,3.0,9,27.0,Cash,Delivery,103,Emily,12,Friday,10,October,4,False,False,2024-10-04 12:00:00,Lunch,Weekday,Other record
3061,2024-10-20,22:15:00,New York Strip,Entree,8.0,38,304.0,Credit Card,Dine-In,101,Sarah,22,Sunday,10,October,6,True,True,2024-10-20 22:00:00,Dinner,Weekend,High-value record
3062,2024-06-14,17:15:00,Ribeye Steak,Entree,4.0,35,140.0,Mobile Payment,Takeaway,103,Emily,17,Friday,6,June,4,False,True,2024-06-14 17:00:00,Dinner,Weekday,High-value record
3063,2024-12-06,22:45:00,Caesar Salad,Appetizer,7.0,10,70.0,Cash,Takeaway,102,Jake,22,Friday,12,December,4,False,True,2024-12-06 22:00:00,Dinner,Weekday,High-value record
3064,2024-11-26,17:15:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Mobile Payment,Dine-In,101,Sarah,17,Tuesday,11,November,1,False,False,2024-11-26 17:00:00,Dinner,Weekday,Other record
3065,2024-08-08,17:00:00,Mashed Potatoes,Side,6.0,7,42.0,Mobile Payment,Delivery,101,Sarah,17,Thursday,8,August,3,False,False,2024-08-08 17:00:00,Dinner,Weekday,Other record
3066,2024-11-26,21:30:00,Filet Mignon,Entree,4.0,42,168.0,Cash,Delivery,101,Sarah,21,Tuesday,11,November,1,False,True,2024-11-26 21:00:00,Dinner,Weekday,High-value record
3067,2024-04-24,21:00:00,Ribeye Steak,Entree,6.0,35,210.0,Mobile Payment,Delivery,102,Jake,21,Wednesday,4,April,2,False,True,2024-04-24 21:00:00,Dinner,Weekday,High-value record
3068,2024-12-26,13:00:00,Bourbon BBQ Burger,Entree,1.0,22,22.0,Cash,Dine-In,101,Sarah,13,Thursday,12,December,3,False,False,2024-12-26 13:00:00,Lunch,Weekday,Other record
3069,2024-03-29,12:30:00,Truffle Fries,Side,5.0,8,40.0,Mobile Payment,Delivery,101,Sarah,12,Friday,3,March,4,False,False,2024-03-29 12:00:00,Lunch,Weekday,Other record
3070,2024-12-30,16:15:00,Grilled Asparagus,Side,6.0,8,48.0,Credit Card,Delivery,104,Carlos,16,Monday,12,December,0,False,False,2024-12-30 16:00:00,Lunch,Weekday,Other record
3071,2024-07-24,15:00:00,Filet Mignon,Entree,6.0,42,252.0,Cash,Delivery,103,Emily,15,Wednesday,7,July,2,False,True,2024-07-24 15:00:00,Lunch,Weekday,High-value record
3072,2024-05-14,19:00:00,Grilled Asparagus,Side,6.0,8,48.0,Credit Card,Dine-In,101,Sarah,19,Tuesday,5,May,1,False,False,2024-05-14 19:00:00,Dinner,Weekday,Other record
3073,2024-01-22,17:15:00,Chocolate Lava Cake,Dessert,11.0,9,99.0,Credit Card,Takeaway,105,Nina,17,Monday,1,January,0,False,True,2024-01-22 17:00:00,Dinner,Weekday,High-value record
3074,2024-09-02,14:30:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Takeaway,104,Carlos,14,Monday,9,September,0,False,False,2024-09-02 14:00:00,Lunch,Weekday,Other record
3075,2024-05-24,17:30:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Takeaway,102,Jake,17,Friday,5,May,4,False,False,2024-05-24 17:00:00,Dinner,Weekday,Other record
3076,2024-04-21,15:15:00,Filet Mignon,Entree,4.0,42,168.0,Cash,Delivery,104,Carlos,15,Sunday,4,April,6,True,True,2024-04-21 15:00:00,Lunch,Weekend,High-value record
3077,2024-03-15,13:00:00,Caesar Salad,Appetizer,3.0,10,30.0,Cash,Takeaway,101,Sarah,13,Friday,3,March,4,False,False,2024-03-15 13:00:00,Lunch,Weekday,Other record
3078,2024-01-24,15:15:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Mobile Payment,Dine-In,101,Sarah,15,Wednesday,1,January,2,False,False,2024-01-24 15:00:00,Lunch,Weekday,Other record
3079,2024-05-24,22:45:00,Cabernet Sauvignon,Beverage,9.0,16,144.0,Mobile Payment,Dine-In,101,Sarah,22,Friday,5,May,4,False,True,2024-05-24 22:00:00,Dinner,Weekday,High-value record
3080,2024-08-29,20:45:00,New York Strip,Entree,7.0,38,266.0,Mobile Payment,Delivery,105,Nina,20,Thursday,8,August,3,False,True,2024-08-29 20:00:00,Dinner,Weekday,High-value record
3081,2024-11-09,15:00:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Mobile Payment,Delivery,102,Jake,15,Saturday,11,November,5,True,True,2024-11-09 15:00:00,Lunch,Weekend,High-value record
3082,2024-02-26,22:00:00,Ribeye Steak,Entree,5.0,35,175.0,Credit Card,Takeaway,104,Carlos,22,Monday,2,February,0,False,True,2024-02-26 22:00:00,Dinner,Weekday,High-value record
3083,2024-01-11,22:15:00,Truffle Fries,Side,2.0,8,16.0,Cash,Dine-In,103,Emily,22,Thursday,1,January,3,False,False,2024-01-11 22:00:00,Dinner,Weekday,Other record
3084,2024-04-10,22:15:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Cash,Delivery,104,Carlos,22,Wednesday,4,April,2,False,True,2024-04-10 22:00:00,Dinner,Weekday,High-value record
3085,2024-04-06,12:00:00,Mashed Potatoes,Side,2.0,7,14.0,Credit Card,Dine-In,103,Emily,12,Saturday,4,April,5,True,False,2024-04-06 12:00:00,Lunch,Weekend,Other record
3086,2024-05-05,19:15:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Credit Card,Delivery,102,Jake,19,Sunday,5,May,6,True,False,2024-05-05 19:00:00,Dinner,Weekend,Other record
3087,2024-08-01,20:15:00,Bourbon BBQ Burger,Entree,10.0,22,220.0,Mobile Payment,Dine-In,101,Sarah,20,Thursday,8,August,3,False,True,2024-08-01 20:00:00,Dinner,Weekday,High-value record
3088,2024-08-18,17:45:00,New York Strip,Entree,9.0,38,342.0,Credit Card,Dine-In,102,Jake,17,Sunday,8,August,6,True,True,2024-08-18 17:00:00,Dinner,Weekend,High-value record
3089,2024-03-31,19:15:00,Cabernet Sauvignon,Beverage,12.0,16,192.0,Credit Card,Delivery,102,Jake,19,Sunday,3,March,6,True,True,2024-03-31 19:00:00,Dinner,Weekend,High-value record
3090,2024-04-19,18:45:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Takeaway,101,Sarah,18,Friday,4,April,4,False,False,2024-04-19 18:00:00,Dinner,Weekday,Other record
3091,2024-11-19,19:45:00,New York Strip,Entree,9.0,38,342.0,Credit Card,Dine-In,102,Jake,19,Tuesday,11,November,1,False,True,2024-11-19 19:00:00,Dinner,Weekday,High-value record
3092,2024-08-10,19:30:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Dine-In,102,Jake,19,Saturday,8,August,5,True,True,2024-08-10 19:00:00,Dinner,Weekend,High-value record
3093,2024-12-05,19:15:00,Caesar Salad,Appetizer,5.0,10,50.0,Mobile Payment,Delivery,102,Jake,19,Thursday,12,December,3,False,False,2024-12-05 19:00:00,Dinner,Weekday,Other record
3094,2024-02-20,21:15:00,Mashed Potatoes,Side,4.0,7,28.0,Credit Card,Delivery,105,Nina,21,Tuesday,2,February,1,False,False,2024-02-20 21:00:00,Dinner,Weekday,Other record
3095,2024-02-02,19:45:00,Mashed Potatoes,Side,2.0,7,14.0,Credit Card,Takeaway,104,Carlos,19,Friday,2,February,4,False,False,2024-02-02 19:00:00,Dinner,Weekday,Other record
3096,2024-07-16,12:00:00,Grilled Asparagus,Side,3.0,8,24.0,Mobile Payment,Dine-In,101,Sarah,12,Tuesday,7,July,1,False,False,2024-07-16 12:00:00,Lunch,Weekday,Other record
3097,2024-11-21,19:00:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Cash,Dine-In,105,Nina,19,Thursday,11,November,3,False,True,2024-11-21 19:00:00,Dinner,Weekday,High-value record
3098,2024-03-06,18:45:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Delivery,101,Sarah,18,Wednesday,3,March,2,False,False,2024-03-06 18:00:00,Dinner,Weekday,Other record
3099,2024-06-29,20:45:00,Chocolate Lava Cake,Dessert,8.0,9,72.0,Mobile Payment,Dine-In,105,Nina,20,Saturday,6,June,5,True,True,2024-06-29 20:00:00,Dinner,Weekend,High-value record
3100,2024-12-20,15:30:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Cash,Delivery,101,Sarah,15,Friday,12,December,4,False,True,2024-12-20 15:00:00,Lunch,Weekday,High-value record
3101,2024-03-18,22:45:00,Grilled Asparagus,Side,6.0,8,48.0,Mobile Payment,Takeaway,105,Nina,22,Monday,3,March,0,False,False,2024-03-18 22:00:00,Dinner,Weekday,Other record
3102,2024-07-15,13:30:00,Chocolate Lava Cake,Dessert,1.0,9,9.0,Cash,Takeaway,104,Carlos,13,Monday,7,July,0,False,False,2024-07-15 13:00:00,Lunch,Weekday,Other record
3103,2024-04-14,15:15:00,Mashed Potatoes,Side,3.0,7,21.0,Cash,Delivery,103,Emily,15,Sunday,4,April,6,True,False,2024-04-14 15:00:00,Lunch,Weekend,Other record
3104,2024-12-09,17:00:00,Old Fashioned,Beverage,6.0,12,72.0,Cash,Delivery,105,Nina,17,Monday,12,December,0,False,True,2024-12-09 17:00:00,Dinner,Weekday,High-value record
3105,2024-01-12,18:30:00,Bourbon BBQ Burger,Entree,8.0,22,176.0,Cash,Delivery,104,Carlos,18,Friday,1,January,4,False,True,2024-01-12 18:00:00,Dinner,Weekday,High-value record
3106,2024-08-04,20:30:00,Filet Mignon,Entree,8.0,42,336.0,Mobile Payment,Delivery,104,Carlos,20,Sunday,8,August,6,True,True,2024-08-04 20:00:00,Dinner,Weekend,High-value record
3107,2024-09-05,11:00:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Credit Card,Takeaway,104,Carlos,11,Thursday,9,September,3,False,True,2024-09-05 11:00:00,Lunch,Weekday,High-value record
3108,2024-05-10,19:30:00,Bourbon BBQ Burger,Entree,10.0,22,220.0,Mobile Payment,Takeaway,104,Carlos,19,Friday,5,May,4,False,True,2024-05-10 19:00:00,Dinner,Weekday,High-value record
3109,2024-05-21,12:15:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Credit Card,Dine-In,104,Carlos,12,Tuesday,5,May,1,False,False,2024-05-21 12:00:00,Lunch,Weekday,Other record
3110,2024-08-24,14:30:00,Old Fashioned,Beverage,9.0,12,108.0,Mobile Payment,Takeaway,102,Jake,14,Saturday,8,August,5,True,True,2024-08-24 14:00:00,Lunch,Weekend,High-value record
3111,2024-07-23,22:00:00,Grilled Asparagus,Side,5.0,8,40.0,Mobile Payment,Delivery,101,Sarah,22,Tuesday,7,July,1,False,False,2024-07-23 22:00:00,Dinner,Weekday,Other record
3112,2024-05-15,15:30:00,Ribeye Steak,Entree,5.0,35,175.0,Cash,Delivery,105,Nina,15,Wednesday,5,May,2,False,True,2024-05-15 15:00:00,Lunch,Weekday,High-value record
3113,2024-07-20,11:30:00,New York Strip,Entree,2.0,38,76.0,Cash,Dine-In,104,Carlos,11,Saturday,7,July,5,True,True,2024-07-20 11:00:00,Lunch,Weekend,High-value record
3114,2024-03-12,18:00:00,Grilled Asparagus,Side,9.0,8,72.0,Credit Card,Delivery,105,Nina,18,Tuesday,3,March,1,False,True,2024-03-12 18:00:00,Dinner,Weekday,High-value record
3115,2024-02-01,11:15:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Credit Card,Takeaway,105,Nina,11,Thursday,2,February,3,False,False,2024-02-01 11:00:00,Lunch,Weekday,Other record
3116,2024-02-23,14:00:00,Cabernet Sauvignon,Beverage,7.0,16,112.0,Mobile Payment,Delivery,102,Jake,14,Friday,2,February,4,False,True,2024-02-23 14:00:00,Lunch,Weekday,High-value record
3117,2024-12-06,11:30:00,Old Fashioned,Beverage,5.0,12,60.0,Mobile Payment,Delivery,105,Nina,11,Friday,12,December,4,False,False,2024-12-06 11:00:00,Lunch,Weekday,Other record
3118,2024-05-01,20:45:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Mobile Payment,Takeaway,104,Carlos,20,Wednesday,5,May,2,False,False,2024-05-01 20:00:00,Dinner,Weekday,Other record
3119,2024-05-01,11:15:00,Old Fashioned,Beverage,3.0,12,36.0,Cash,Dine-In,101,Sarah,11,Wednesday,5,May,2,False,False,2024-05-01 11:00:00,Lunch,Weekday,Other record
3120,2024-04-18,11:30:00,Truffle Fries,Side,4.0,8,32.0,Mobile Payment,Takeaway,101,Sarah,11,Thursday,4,April,3,False,False,2024-04-18 11:00:00,Lunch,Weekday,Other record
3121,2024-10-30,20:30:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Cash,Takeaway,104,Carlos,20,Wednesday,10,October,2,False,True,2024-10-30 20:00:00,Dinner,Weekday,High-value record
3122,2024-05-29,12:30:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Credit Card,Delivery,103,Emily,12,Wednesday,5,May,2,False,False,2024-05-29 12:00:00,Lunch,Weekday,Other record
3123,2024-08-09,18:00:00,Cabernet Sauvignon,Beverage,8.0,16,128.0,Mobile Payment,Dine-In,101,Sarah,18,Friday,8,August,4,False,True,2024-08-09 18:00:00,Dinner,Weekday,High-value record
3124,2024-09-28,18:15:00,Grilled Asparagus,Side,2.0,8,16.0,Cash,Dine-In,102,Jake,18,Saturday,9,September,5,True,False,2024-09-28 18:00:00,Dinner,Weekend,Other record
3125,2024-08-06,16:00:00,Ribeye Steak,Entree,2.0,35,70.0,Credit Card,Takeaway,103,Emily,16,Tuesday,8,August,1,False,True,2024-08-06 16:00:00,Lunch,Weekday,High-value record
