date,time,menu_item,category,quantity,price_per_item,revenue,payment_method,order_type,server_id,server_name,hour,weekday,month_number,month_name,day_of_week,is_weekend,high_revenue
2024-05-09,16:30:00,Mashed Potatoes,Side,2.0,7,14.0,Credit Card,Takeaway,101,Sarah,16,Thursday,5,May,3,False,False
2024-06-15,18:30:00,New York Strip,Entree,4.0,38,152.0,Mobile Payment,Delivery,103,Emily,18,Saturday,6,June,5,True,True
2024-07-24,16:15:00,Old Fashioned,Beverage,1.0,12,12.0,Credit Card,Takeaway,105,Nina,16,Wednesday,7,July,2,False,False
2024-10-02,22:15:00,Mashed Potatoes,Side,6.0,7,42.0,Cash,Delivery,101,Sarah,22,Wednesday,10,October,2,False,False
2024-11-23,17:30:00,Chocolate Lava Cake,Dessert,8.0,9,72.0,Mobile Payment,Dine-In,104,Carlos,17,Saturday,11,November,5,True,True
2024-04-13,15:45:00,Mashed Potatoes,Side,6.0,7,42.0,Credit Card,Takeaway,102,Jake,15,Saturday,4,April,5,True,False
2024-03-27,16:00:00,Filet Mignon,Entree,2.0,42,84.0,Mobile Payment,Takeaway,105,Nina,16,Wednesday,3,March,2,False,True
2024-12-24,21:30:00,Cabernet Sauvignon,Beverage,11.0,16,176.0,Cash,Takeaway,105,Nina,21,Tuesday,12,December,1,False,True
2024-12-22,12:15:00,Filet Mignon,Entree,1.0,42,42.0,Mobile Payment,Delivery,104,Carlos,12,Sunday,12,December,6,True,False
2024-05-14,13:30:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Credit Card,Dine-In,104,Carlos,13,Tuesday,5,May,1,False,True
2024-02-23,22:30:00,Chocolate Lava Cake,Dessert,9.0,9,81.0,Cash,Takeaway,102,Jake,22,Friday,2,February,4,False,True
2024-08-14,11:15:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Takeaway,101,Sarah,11,Wednesday,8,August,2,False,False
2024-09-10,14:15:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Delivery,102,Jake,14,Tuesday,9,September,1,False,False
2024-03-15,11:30:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Takeaway,104,Carlos,11,Friday,3,March,4,False,False
2024-07-31,19:15:00,Grilled Asparagus,Side,3.0,8,24.0,Mobile Payment,Delivery,104,Carlos,19,Wednesday,7,July,2,False,False
2024-11-17,20:45:00,Truffle Fries,Side,6.0,8,48.0,Mobile Payment,Takeaway,103,Emily,20,Sunday,11,November,6,True,False
2024-08-08,16:30:00,Caesar Salad,Appetizer,4.0,10,40.0,Mobile Payment,Takeaway,101,Sarah,16,Thursday,8,August,3,False,False
2024-12-20,13:30:00,Truffle Fries,Side,3.0,8,24.0,Mobile Payment,Delivery,102,Jake,13,Friday,12,December,4,False,False
2024-02-19,19:45:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Cash,Delivery,102,Jake,19,Monday,2,February,0,False,True
2024-06-27,22:15:00,Old Fashioned,Beverage,6.0,12,72.0,Mobile Payment,Dine-In,104,Carlos,22,Thursday,6,June,3,False,True
2024-11-12,18:45:00,Chocolate Lava Cake,Dessert,8.0,9,72.0,Cash,Dine-In,101,Sarah,18,Tuesday,11,November,1,False,True
2024-10-13,18:00:00,Mashed Potatoes,Side,8.0,7,56.0,Mobile Payment,Dine-In,101,Sarah,18,Sunday,10,October,6,True,False
2024-12-15,16:00:00,Truffle Fries,Side,3.0,8,24.0,Mobile Payment,Takeaway,101,Sarah,16,Sunday,12,December,6,True,False
2024-12-31,20:45:00,Grilled Asparagus,Side,5.2,8,41.6,Credit Card,Dine-In,104,Carlos,20,Tuesday,12,December,1,False,False
2024-06-07,19:30:00,Mashed Potatoes,Side,4.0,7,28.0,Mobile Payment,Delivery,104,Carlos,19,Friday,6,June,4,False,False
2024-03-14,19:30:00,Ribeye Steak,Entree,8.0,35,280.0,Cash,Delivery,103,Emily,19,Thursday,3,March,3,False,True
2024-10-27,12:00:00,Chocolate Lava Cake,Dessert,1.0,9,9.0,Mobile Payment,Takeaway,102,Jake,12,Sunday,10,October,6,True,False
2024-04-09,14:15:00,New York Strip,Entree,1.0,38,38.0,Mobile Payment,Takeaway,101,Sarah,14,Tuesday,4,April,1,False,False
2024-06-18,12:00:00,Grilled Asparagus,Side,6.0,8,48.0,Mobile Payment,Delivery,104,Carlos,12,Tuesday,6,June,1,False,False
2024-07-27,17:45:00,New York Strip,Entree,7.0,38,266.0,Cash,Dine-In,103,Emily,17,Saturday,7,July,5,True,True
2024-06-30,13:45:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Cash,Dine-In,103,Emily,13,Sunday,6,June,6,True,False
2024-07-24,14:15:00,Mashed Potatoes,Side,1.0,7,7.0,Credit Card,Takeaway,101,Sarah,14,Wednesday,7,July,2,False,False
2024-09-25,15:00:00,Chocolate Lava Cake,Dessert,1.0,9,9.0,Mobile Payment,Dine-In,103,Emily,15,Wednesday,9,September,2,False,False
2024-02-18,13:00:00,Cabernet Sauvignon,Beverage,1.0,16,16.0,Cash,Takeaway,104,Carlos,13,Sunday,2,February,6,True,False
2024-06-05,11:30:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Delivery,105,Nina,11,Wednesday,6,June,2,False,True
2024-09-12,13:15:00,Mashed Potatoes,Side,1.0,7,7.0,Mobile Payment,Dine-In,105,Nina,13,Thursday,9,September,3,False,False
2024-07-10,20:15:00,Old Fashioned,Beverage,5.0,12,60.0,Mobile Payment,Dine-In,104,Carlos,20,Wednesday,7,July,2,False,False
2024-01-16,20:00:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Credit Card,Takeaway,101,Sarah,20,Tuesday,1,January,1,False,False
2024-06-27,21:15:00,Chocolate Lava Cake,Dessert,12.0,9,108.0,Cash,Dine-In,104,Carlos,21,Thursday,6,June,3,False,True
2024-04-08,20:15:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Credit Card,Delivery,105,Nina,20,Monday,4,April,0,False,False
2024-07-18,18:00:00,Bourbon BBQ Burger,Entree,9.0,22,198.0,Cash,Takeaway,102,Jake,18,Thursday,7,July,3,False,True
2024-07-06,13:15:00,Old Fashioned,Beverage,3.0,12,36.0,Credit Card,Dine-In,103,Emily,13,Saturday,7,July,5,True,False
2024-01-31,18:00:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Delivery,103,Emily,18,Wednesday,1,January,2,False,False
2024-09-26,20:45:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Credit Card,Takeaway,102,Jake,20,Thursday,9,September,3,False,False
2024-08-17,14:30:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Credit Card,Takeaway,104,Carlos,14,Saturday,8,August,5,True,True
2024-02-12,18:00:00,Old Fashioned,Beverage,2.0,12,24.0,Credit Card,Delivery,104,Carlos,18,Monday,2,February,0,False,False
2024-11-08,17:30:00,Old Fashioned,Beverage,5.0,12,60.0,Mobile Payment,Delivery,101,Sarah,17,Friday,11,November,4,False,False
2024-09-27,11:15:00,Filet Mignon,Entree,5.0,42,210.0,Mobile Payment,Delivery,105,Nina,11,Friday,9,September,4,False,True
2024-10-04,13:30:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Dine-In,101,Sarah,13,Friday,10,October,4,False,False
2024-06-04,17:15:00,Mashed Potatoes,Side,12.0,7,84.0,Cash,Delivery,104,Carlos,17,Tuesday,6,June,1,False,True
2024-09-17,19:15:00,Cabernet Sauvignon,Beverage,7.0,16,112.0,Mobile Payment,Delivery,101,Sarah,19,Tuesday,9,September,1,False,True
2024-04-19,12:45:00,New York Strip,Entree,3.0,38,114.0,Mobile Payment,Takeaway,101,Sarah,12,Friday,4,April,4,False,True
2024-12-31,14:45:00,Caesar Salad,Appetizer,7.8,10,78.0,Mobile Payment,Delivery,101,Sarah,14,Tuesday,12,December,1,False,True
2024-01-24,17:15:00,Truffle Fries,Side,2.0,8,16.0,Credit Card,Dine-In,102,Jake,17,Wednesday,1,January,2,False,False
2024-12-03,16:15:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Takeaway,101,Sarah,16,Tuesday,12,December,1,False,False
2024-03-20,13:15:00,Chocolate Lava Cake,Dessert,3.0,9,27.0,Credit Card,Delivery,105,Nina,13,Wednesday,3,March,2,False,False
2024-12-29,21:30:00,Caesar Salad,Appetizer,7.0,10,70.0,Credit Card,Delivery,101,Sarah,21,Sunday,12,December,6,True,True
2024-07-31,17:45:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Credit Card,Takeaway,105,Nina,17,Wednesday,7,July,2,False,True
2024-01-06,21:45:00,Ribeye Steak,Entree,7.0,35,245.0,Cash,Delivery,102,Jake,21,Saturday,1,January,5,True,True
2024-02-06,21:00:00,Filet Mignon,Entree,4.0,42,168.0,Credit Card,Dine-In,102,Jake,21,Tuesday,2,February,1,False,True
2024-10-01,16:15:00,Truffle Fries,Side,3.0,8,24.0,Mobile Payment,Delivery,104,Carlos,16,Tuesday,10,October,1,False,False
2024-05-25,19:30:00,Shrimp Cocktail,Appetizer,9.0,14,126.0,Credit Card,Dine-In,101,Sarah,19,Saturday,5,May,5,True,True
2024-07-21,14:00:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Cash,Dine-In,105,Nina,14,Sunday,7,July,6,True,True
2024-01-19,18:45:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Dine-In,104,Carlos,18,Friday,1,January,4,False,True
2024-04-04,12:00:00,Caesar Salad,Appetizer,4.0,10,40.0,Mobile Payment,Takeaway,104,Carlos,12,Thursday,4,April,3,False,False
2024-03-14,18:00:00,Bourbon BBQ Burger,Entree,11.0,22,242.0,Cash,Dine-In,103,Emily,18,Thursday,3,March,3,False,True
2024-01-23,20:00:00,New York Strip,Entree,6.0,38,228.0,Credit Card,Dine-In,103,Emily,20,Tuesday,1,January,1,False,True
2024-08-24,14:00:00,Grilled Asparagus,Side,8.0,8,64.0,Cash,Takeaway,105,Nina,14,Saturday,8,August,5,True,True
2024-02-02,14:15:00,Bourbon BBQ Burger,Entree,3.0,22,66.0,Credit Card,Delivery,104,Carlos,14,Friday,2,February,4,False,True
2024-01-13,18:00:00,Caesar Salad,Appetizer,9.0,10,90.0,Mobile Payment,Takeaway,105,Nina,18,Saturday,1,January,5,True,True
2024-03-23,13:30:00,Ribeye Steak,Entree,1.0,35,35.0,Mobile Payment,Dine-In,104,Carlos,13,Saturday,3,March,5,True,False
2024-09-22,19:00:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Mobile Payment,Takeaway,103,Emily,19,Sunday,9,September,6,True,False
2024-01-20,13:00:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Cash,Takeaway,101,Sarah,13,Saturday,1,January,5,True,True
2024-10-15,11:45:00,Chocolate Lava Cake,Dessert,1.0,9,9.0,Cash,Delivery,101,Sarah,11,Tuesday,10,October,1,False,False
2024-10-15,19:00:00,Ribeye Steak,Entree,8.0,35,280.0,Mobile Payment,Delivery,104,Carlos,19,Tuesday,10,October,1,False,True
2024-05-24,21:45:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Takeaway,105,Nina,21,Friday,5,May,4,False,False
2024-05-08,16:45:00,Old Fashioned,Beverage,2.0,12,24.0,Credit Card,Delivery,103,Emily,16,Wednesday,5,May,2,False,False
2024-04-24,13:30:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Credit Card,Takeaway,102,Jake,13,Wednesday,4,April,2,False,False
2024-07-07,22:00:00,Grilled Asparagus,Side,6.0,8,48.0,Cash,Dine-In,104,Carlos,22,Sunday,7,July,6,True,False
2024-07-29,22:15:00,Grilled Asparagus,Side,4.0,8,32.0,Mobile Payment,Takeaway,102,Jake,22,Monday,7,July,0,False,False
2024-07-26,17:45:00,Old Fashioned,Beverage,8.0,12,96.0,Credit Card,Takeaway,104,Carlos,17,Friday,7,July,4,False,True
2024-07-05,16:30:00,Bourbon BBQ Burger,Entree,6.0,22,132.0,Cash,Delivery,105,Nina,16,Friday,7,July,4,False,True
2024-04-15,14:15:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Dine-In,105,Nina,14,Monday,4,April,0,False,False
2024-07-05,18:45:00,Mashed Potatoes,Side,6.0,7,42.0,Cash,Takeaway,102,Jake,18,Friday,7,July,4,False,False
2024-08-28,12:45:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Credit Card,Dine-In,102,Jake,12,Wednesday,8,August,2,False,False
2024-04-21,16:15:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Mobile Payment,Takeaway,102,Jake,16,Sunday,4,April,6,True,True
2024-08-14,11:15:00,Grilled Asparagus,Side,6.0,8,48.0,Mobile Payment,Dine-In,103,Emily,11,Wednesday,8,August,2,False,False
2024-12-14,20:15:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Mobile Payment,Dine-In,102,Jake,20,Saturday,12,December,5,True,True
2024-07-29,16:45:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Takeaway,105,Nina,16,Monday,7,July,0,False,False
2024-11-09,19:00:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Cash,Dine-In,101,Sarah,19,Saturday,11,November,5,True,False
2024-01-05,11:30:00,Filet Mignon,Entree,4.0,42,168.0,Credit Card,Dine-In,102,Jake,11,Friday,1,January,4,False,True
2024-04-19,15:00:00,Mashed Potatoes,Side,6.0,7,42.0,Credit Card,Delivery,104,Carlos,15,Friday,4,April,4,False,False
2024-08-31,16:15:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Cash,Delivery,102,Jake,16,Saturday,8,August,5,True,True
2024-03-18,13:45:00,Filet Mignon,Entree,5.0,42,210.0,Mobile Payment,Takeaway,102,Jake,13,Monday,3,March,0,False,True
2024-10-14,19:45:00,Truffle Fries,Side,6.0,8,48.0,Mobile Payment,Dine-In,101,Sarah,19,Monday,10,October,0,False,False
2024-12-05,13:45:00,Filet Mignon,Entree,1.0,42,42.0,Cash,Takeaway,104,Carlos,13,Thursday,12,December,3,False,False
2024-07-13,18:15:00,Ribeye Steak,Entree,9.0,35,315.0,Mobile Payment,Takeaway,104,Carlos,18,Saturday,7,July,5,True,True
2024-10-26,20:15:00,Old Fashioned,Beverage,2.0,12,24.0,Credit Card,Delivery,105,Nina,20,Saturday,10,October,5,True,False
2024-06-25,16:00:00,Mashed Potatoes,Side,1.0,7,7.0,Cash,Dine-In,105,Nina,16,Tuesday,6,June,1,False,False
2024-06-02,21:45:00,New York Strip,Entree,2.0,38,76.0,Mobile Payment,Dine-In,103,Emily,21,Sunday,6,June,6,True,True
2024-05-29,22:00:00,Mashed Potatoes,Side,10.0,7,70.0,Credit Card,Dine-In,105,Nina,22,Wednesday,5,May,2,False,True
2024-10-29,17:15:00,Mashed Potatoes,Side,6.0,7,42.0,Cash,Delivery,103,Emily,17,Tuesday,10,October,1,False,False
2024-09-23,11:45:00,Mashed Potatoes,Side,2.0,7,14.0,Cash,Delivery,102,Jake,11,Monday,9,September,0,False,False
2024-12-24,15:30:00,Old Fashioned,Beverage,4.0,12,48.0,Credit Card,Dine-In,103,Emily,15,Tuesday,12,December,1,False,False
2024-12-02,18:00:00,Mashed Potatoes,Side,11.0,7,77.0,Cash,Dine-In,105,Nina,18,Monday,12,December,0,False,True
2024-01-06,22:00:00,Shrimp Cocktail,Appetizer,9.0,14,126.0,Cash,Takeaway,104,Carlos,22,Saturday,1,January,5,True,True
2024-07-17,11:30:00,Truffle Fries,Side,4.0,8,32.0,Credit Card,Takeaway,105,Nina,11,Wednesday,7,July,2,False,False
2024-08-05,17:30:00,New York Strip,Entree,7.0,38,266.0,Mobile Payment,Takeaway,105,Nina,17,Monday,8,August,0,False,True
2024-04-08,18:30:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Credit Card,Delivery,101,Sarah,18,Monday,4,April,0,False,False
2024-12-07,16:00:00,Ribeye Steak,Entree,4.0,35,140.0,Cash,Dine-In,101,Sarah,16,Saturday,12,December,5,True,True
2024-03-31,16:00:00,New York Strip,Entree,4.0,38,152.0,Cash,Dine-In,101,Sarah,16,Sunday,3,March,6,True,True
2024-01-05,22:00:00,Truffle Fries,Side,5.0,8,40.0,Mobile Payment,Dine-In,102,Jake,22,Friday,1,January,4,False,False
2024-10-25,21:45:00,Bourbon BBQ Burger,Entree,6.0,22,132.0,Mobile Payment,Dine-In,105,Nina,21,Friday,10,October,4,False,True
2024-03-03,11:15:00,Caesar Salad,Appetizer,1.0,10,10.0,Cash,Dine-In,101,Sarah,11,Sunday,3,March,6,True,False
2024-01-02,17:15:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Dine-In,104,Carlos,17,Tuesday,1,January,1,False,False
2024-06-13,21:15:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Takeaway,105,Nina,21,Thursday,6,June,3,False,False
2024-12-27,13:45:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Cash,Takeaway,102,Jake,13,Friday,12,December,4,False,True
2024-09-16,11:00:00,New York Strip,Entree,2.0,38,76.0,Credit Card,Dine-In,105,Nina,11,Monday,9,September,0,False,True
2024-10-21,14:00:00,Truffle Fries,Side,1.0,8,8.0,Cash,Dine-In,103,Emily,14,Monday,10,October,0,False,False
2024-04-26,13:45:00,Bourbon BBQ Burger,Entree,8.0,22,176.0,Credit Card,Delivery,104,Carlos,13,Friday,4,April,4,False,True
2024-09-16,21:30:00,Caesar Salad,Appetizer,7.0,10,70.0,Credit Card,Takeaway,102,Jake,21,Monday,9,September,0,False,True
2024-09-28,11:30:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Cash,Dine-In,101,Sarah,11,Saturday,9,September,5,True,False
2024-09-09,16:00:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Cash,Delivery,104,Carlos,16,Monday,9,September,0,False,False
2024-01-07,22:00:00,Mashed Potatoes,Side,11.0,7,77.0,Credit Card,Delivery,105,Nina,22,Sunday,1,January,6,True,True
2024-12-13,12:30:00,Truffle Fries,Side,5.0,8,40.0,Credit Card,Takeaway,104,Carlos,12,Friday,12,December,4,False,False
2024-07-08,18:30:00,Old Fashioned,Beverage,7.0,12,84.0,Mobile Payment,Delivery,102,Jake,18,Monday,7,July,0,False,True
2024-04-26,20:15:00,Ribeye Steak,Entree,5.0,35,175.0,Credit Card,Takeaway,104,Carlos,20,Friday,4,April,4,False,True
2024-06-15,17:45:00,Old Fashioned,Beverage,7.0,12,84.0,Cash,Dine-In,104,Carlos,17,Saturday,6,June,5,True,True
2024-08-02,11:15:00,Mashed Potatoes,Side,5.0,7,35.0,Mobile Payment,Dine-In,104,Carlos,11,Friday,8,August,4,False,False
2024-07-06,11:45:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Cash,Delivery,102,Jake,11,Saturday,7,July,5,True,True
2024-04-21,12:00:00,Grilled Asparagus,Side,5.0,8,40.0,Cash,Takeaway,103,Emily,12,Sunday,4,April,6,True,False
2024-04-11,11:45:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Delivery,103,Emily,11,Thursday,4,April,3,False,False
2024-04-26,14:45:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Credit Card,Takeaway,102,Jake,14,Friday,4,April,4,False,False
2024-09-06,21:00:00,Mashed Potatoes,Side,2.0,7,14.0,Cash,Takeaway,104,Carlos,21,Friday,9,September,4,False,False
2024-11-07,15:15:00,Caesar Salad,Appetizer,6.0,10,60.0,Credit Card,Dine-In,104,Carlos,15,Thursday,11,November,3,False,False
2024-09-08,11:30:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Credit Card,Delivery,103,Emily,11,Sunday,9,September,6,True,False
2024-12-16,20:45:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Mobile Payment,Dine-In,105,Nina,20,Monday,12,December,0,False,False
2024-05-24,16:30:00,Truffle Fries,Side,3.0,8,24.0,Credit Card,Delivery,104,Carlos,16,Friday,5,May,4,False,False
2024-02-02,11:45:00,Mashed Potatoes,Side,7.0,7,49.0,Cash,Dine-In,103,Emily,11,Friday,2,February,4,False,False
2024-12-18,14:30:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Delivery,103,Emily,14,Wednesday,12,December,2,False,True
2024-10-22,16:15:00,New York Strip,Entree,3.0,38,114.0,Mobile Payment,Delivery,102,Jake,16,Tuesday,10,October,1,False,True
2024-12-28,20:15:00,Caesar Salad,Appetizer,7.0,10,70.0,Mobile Payment,Takeaway,101,Sarah,20,Saturday,12,December,5,True,True
2024-06-09,19:00:00,Grilled Asparagus,Side,4.0,8,32.0,Mobile Payment,Takeaway,101,Sarah,19,Sunday,6,June,6,True,False
2024-09-27,18:45:00,Chocolate Lava Cake,Dessert,7.0,9,63.0,Cash,Takeaway,104,Carlos,18,Friday,9,September,4,False,True
2024-04-08,15:15:00,Mashed Potatoes,Side,1.0,7,7.0,Credit Card,Dine-In,102,Jake,15,Monday,4,April,0,False,False
2024-11-20,11:30:00,Mashed Potatoes,Side,4.0,7,28.0,Credit Card,Delivery,102,Jake,11,Wednesday,11,November,2,False,False
2024-05-19,16:45:00,Mashed Potatoes,Side,5.0,7,35.0,Mobile Payment,Dine-In,102,Jake,16,Sunday,5,May,6,True,False
2024-11-01,20:00:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Mobile Payment,Dine-In,105,Nina,20,Friday,11,November,4,False,False
2024-09-15,15:15:00,Grilled Asparagus,Side,4.0,8,32.0,Mobile Payment,Dine-In,103,Emily,15,Sunday,9,September,6,True,False
2024-05-13,14:15:00,Shrimp Cocktail,Appetizer,1.0,14,14.0,Cash,Delivery,104,Carlos,14,Monday,5,May,0,False,False
2024-02-10,16:45:00,New York Strip,Entree,6.0,38,228.0,Mobile Payment,Takeaway,105,Nina,16,Saturday,2,February,5,True,True
2024-03-21,20:45:00,Mashed Potatoes,Side,2.0,7,14.0,Credit Card,Takeaway,103,Emily,20,Thursday,3,March,3,False,False
2024-04-11,22:45:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Mobile Payment,Dine-In,103,Emily,22,Thursday,4,April,3,False,False
2024-01-09,12:00:00,Mashed Potatoes,Side,5.0,7,35.0,Credit Card,Takeaway,102,Jake,12,Tuesday,1,January,1,False,False
2024-06-10,22:45:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Takeaway,103,Emily,22,Monday,6,June,0,False,False
2024-07-21,13:30:00,Chocolate Lava Cake,Dessert,1.0,9,9.0,Mobile Payment,Takeaway,103,Emily,13,Sunday,7,July,6,True,False
2024-10-16,20:00:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Delivery,102,Jake,20,Wednesday,10,October,2,False,False
2024-09-11,12:00:00,New York Strip,Entree,2.0,38,76.0,Cash,Delivery,102,Jake,12,Wednesday,9,September,2,False,True
2024-12-31,14:00:00,Mashed Potatoes,Side,3.9,7,27.3,Credit Card,Dine-In,104,Carlos,14,Tuesday,12,December,1,False,False
2024-06-24,12:45:00,Grilled Asparagus,Side,5.0,8,40.0,Cash,Delivery,104,Carlos,12,Monday,6,June,0,False,False
2024-11-24,17:15:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Cash,Takeaway,102,Jake,17,Sunday,11,November,6,True,False
2024-02-29,15:15:00,Caesar Salad,Appetizer,1.0,10,10.0,Mobile Payment,Delivery,105,Nina,15,Thursday,2,February,3,False,False
2024-01-13,11:15:00,Old Fashioned,Beverage,2.0,12,24.0,Cash,Dine-In,102,Jake,11,Saturday,1,January,5,True,False
2024-03-19,13:30:00,Mashed Potatoes,Side,5.0,7,35.0,Mobile Payment,Delivery,104,Carlos,13,Tuesday,3,March,1,False,False
2024-01-10,19:30:00,Old Fashioned,Beverage,2.0,12,24.0,Mobile Payment,Delivery,104,Carlos,19,Wednesday,1,January,2,False,False
2024-10-08,12:00:00,Caesar Salad,Appetizer,5.0,10,50.0,Cash,Dine-In,102,Jake,12,Tuesday,10,October,1,False,False
2024-10-25,18:00:00,Mashed Potatoes,Side,2.0,7,14.0,Mobile Payment,Takeaway,105,Nina,18,Friday,10,October,4,False,False
2024-03-25,17:15:00,New York Strip,Entree,9.0,38,342.0,Cash,Delivery,105,Nina,17,Monday,3,March,0,False,True
2024-05-24,15:30:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Cash,Dine-In,105,Nina,15,Friday,5,May,4,False,True
2024-05-11,16:15:00,Mashed Potatoes,Side,6.0,7,42.0,Credit Card,Dine-In,103,Emily,16,Saturday,5,May,5,True,False
2024-08-19,11:45:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Credit Card,Dine-In,102,Jake,11,Monday,8,August,0,False,False
2024-02-27,11:45:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Delivery,103,Emily,11,Tuesday,2,February,1,False,True
2024-12-19,21:15:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Credit Card,Takeaway,101,Sarah,21,Thursday,12,December,3,False,False
2024-11-27,21:15:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Cash,Delivery,101,Sarah,21,Wednesday,11,November,2,False,False
2024-06-07,11:15:00,New York Strip,Entree,5.0,38,190.0,Cash,Takeaway,104,Carlos,11,Friday,6,June,4,False,True
2024-06-16,18:45:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Credit Card,Takeaway,105,Nina,18,Sunday,6,June,6,True,False
2024-11-01,15:15:00,Filet Mignon,Entree,8.0,42,336.0,Cash,Dine-In,101,Sarah,15,Friday,11,November,4,False,True
2024-11-13,11:00:00,Shrimp Cocktail,Appetizer,1.0,14,14.0,Credit Card,Takeaway,104,Carlos,11,Wednesday,11,November,2,False,False
2024-10-17,13:00:00,Ribeye Steak,Entree,3.0,35,105.0,Cash,Delivery,102,Jake,13,Thursday,10,October,3,False,True
2024-08-04,22:30:00,Filet Mignon,Entree,5.0,42,210.0,Credit Card,Delivery,101,Sarah,22,Sunday,8,August,6,True,True
2024-06-01,11:00:00,Shrimp Cocktail,Appetizer,3.0,14,42.0,Credit Card,Takeaway,102,Jake,11,Saturday,6,June,5,True,False
2024-03-02,21:00:00,Old Fashioned,Beverage,3.0,12,36.0,Cash,Dine-In,101,Sarah,21,Saturday,3,March,5,True,False
2024-04-30,18:30:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Mobile Payment,Delivery,104,Carlos,18,Tuesday,4,April,1,False,False
2024-02-02,22:15:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Delivery,104,Carlos,22,Friday,2,February,4,False,False
2024-01-16,11:45:00,Grilled Asparagus,Side,4.0,8,32.0,Credit Card,Dine-In,101,Sarah,11,Tuesday,1,January,1,False,False
2024-10-22,11:00:00,Shrimp Cocktail,Appetizer,3.0,14,42.0,Mobile Payment,Takeaway,102,Jake,11,Tuesday,10,October,1,False,False
2024-05-16,11:30:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Takeaway,101,Sarah,11,Thursday,5,May,3,False,False
2024-11-28,11:45:00,Cabernet Sauvignon,Beverage,3.6,16,57.6,Cash,Delivery,101,Sarah,11,Thursday,11,November,3,False,False
2024-05-26,16:00:00,Chocolate Lava Cake,Dessert,3.0,9,27.0,Credit Card,Takeaway,105,Nina,16,Sunday,5,May,6,True,False
2024-03-24,16:30:00,Truffle Fries,Side,5.0,8,40.0,Mobile Payment,Dine-In,103,Emily,16,Sunday,3,March,6,True,False
2024-11-23,16:45:00,New York Strip,Entree,10.0,38,380.0,Credit Card,Takeaway,104,Carlos,16,Saturday,11,November,5,True,True
2024-06-26,15:15:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Mobile Payment,Delivery,104,Carlos,15,Wednesday,6,June,2,False,True
